,school,sex,age,address,fa2ize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,fa2up,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Final Grade
98,1,F,16,Urban,Greater than 3,Living Together,4,4,other,other,reputation,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,no,yes,yes,no,Excellent,Moderate,4,1,2,Very Bad,6,11,14,14,Pass
99,1,F,16,Urban,Greater than 3,Living Together,4,3,other,at_home,course,mother,Less than 15 Minutes,5 to 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,Excellent,Moderate,5,1,1,Fair,0,7,9,8,Fail
100,1,M,16,Urban,Greater than 3,Living Together,4,4,services,services,other,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,yes,yes,yes,yes,yes,yes,yes,no,Very Good,Very High,5,5,5,Good,14,7,7,5,Fail
101,1,M,16,Urban,Greater than 3,Living Together,4,4,services,teacher,other,father,Less than 15 Minutes,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,Very Good,High,3,1,1,Good,0,16,17,17,Pass
102,1,M,15,Urban,Greater than 3,Living Together,4,4,services,other,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,no,yes,no,yes,yes,no,Excellent,Moderate,3,1,1,Very Good,4,10,13,14,Pass
103,1,F,15,Urban,Greater than 3,Living Together,3,2,services,other,home,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,Very Good,Moderate,5,1,1,Bad,26,7,6,6,Fail
104,1,M,15,Urban,Greater than 3,Apart,3,4,services,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Excellent,High,4,1,1,Very Bad,0,16,18,18,Pass
105,1,F,15,Urban,Greater than 3,Apart,3,3,other,health,reputation,father,Less than 15 Minutes,More than 10 hours,0,yes,no,no,no,yes,yes,no,no,Very Good,Moderate,3,1,1,Good,10,10,11,11,Pass
106,1,F,15,Urban,Greater than 3,Living Together,2,2,other,other,course,mother,Less than 15 Minutes,More than 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,Excellent,Very Low,2,1,1,Fair,8,7,8,8,Fail
107,1,M,16,Urban,Greater than 3,Living Together,3,3,services,other,home,father,Less than 15 Minutes,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,Excellent,Moderate,3,1,1,Very Good,2,16,18,18,Pass
108,1,M,15,Rural,Greater than 3,Living Together,4,4,other,other,home,father,More than an Hour,More than 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Bad,Moderate,5,3,5,Very Bad,6,10,13,13,Pass
109,1,F,16,Urban,Less or Equal to 3,Living Together,4,4,health,health,other,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Excellent,High,5,1,1,Good,4,14,15,16,Pass
110,1,M,15,Urban,Less or Equal to 3,Apart,4,4,teacher,teacher,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,Excellent,Very High,3,1,1,Good,6,18,19,19,Pass
111,1,F,16,Rural,Greater than 3,Living Together,3,3,services,other,reputation,father,Less than 15 Minutes,5 to 10 hours,1,yes,yes,no,yes,yes,yes,yes,no,Very Good,Very Low,2,1,1,Bad,0,7,10,10,Pass
112,1,F,16,Urban,Greater than 3,Living Together,2,2,at_home,other,home,mother,Less than 15 Minutes,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,Good,Very Low,2,1,1,Very Good,6,10,13,13,Pass
113,1,M,15,Urban,Less or Equal to 3,Living Together,4,2,teacher,other,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Good,Very High,2,1,1,Fair,10,18,19,19,Pass
114,1,M,15,Rural,Greater than 3,Living Together,2,1,health,services,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,Excellent,High,2,1,1,Very Good,8,9,9,9,Fail
115,1,M,16,Urban,Greater than 3,Living Together,4,4,teacher,teacher,course,father,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,Excellent,High,4,1,2,Very Good,2,15,15,16,Pass
116,1,M,15,Urban,Greater than 3,Living Together,4,4,other,teacher,reputation,father,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,Very Good,High,3,1,1,Bad,2,11,13,14,Pass
117,1,M,16,Urban,Greater than 3,Living Together,3,3,other,services,home,father,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,Excellent,High,2,1,1,Very Good,0,13,14,13,Pass
118,1,M,17,Rural,Greater than 3,Living Together,1,3,other,other,course,father,30 Minutes to An Hour,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,Excellent,Low,4,1,4,Very Good,20,9,7,8,Fail
119,1,M,15,Urban,Greater than 3,Living Together,3,4,other,other,reputation,father,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Good,High,3,1,2,Good,6,14,13,13,Pass
120,1,F,15,Urban,Greater than 3,Living Together,1,2,at_home,services,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,Good,Low,3,1,2,Very Bad,2,16,15,15,Pass
121,1,M,15,Urban,Greater than 3,Living Together,2,2,services,services,home,father,Less than 15 Minutes,More than 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,Excellent,Very High,4,1,2,Very Good,6,16,14,15,Pass
122,1,F,16,Urban,Less or Equal to 3,Living Together,2,4,other,health,course,father,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Good,Low,2,1,2,Very Good,2,13,13,13,Pass
123,1,M,16,Urban,Greater than 3,Living Together,4,4,health,other,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,no,yes,yes,yes,yes,no,Good,High,4,1,4,Very Good,18,14,11,13,Pass
124,1,F,16,Urban,Greater than 3,Living Together,2,2,other,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,Excellent,High,4,1,1,Very Good,0,8,7,8,Fail
125,1,M,15,Urban,Greater than 3,Living Together,3,4,services,services,home,father,Less than 15 Minutes,Less than 2 to 5 hours hours,0,yes,no,no,no,yes,yes,yes,no,Excellent,Very High,5,3,2,Very Good,0,13,13,12,Pass
126,1,F,15,Urban,Less or Equal to 3,Apart,3,4,other,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,Excellent,Moderate,2,1,1,Very Bad,0,7,10,11,Pass
127,1,F,19,Urban,Greater than 3,Living Together,0,1,at_home,other,course,other,Less than 15 Minutes,2 to 5 hours,3,no,yes,no,no,no,no,no,no,Good,High,2,1,1,Very Good,2,7,8,9,Fail
128,1,M,18,Rural,Greater than 3,Living Together,2,2,services,other,reputation,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,2,no,yes,no,yes,yes,yes,yes,no,Good,Moderate,3,1,2,Good,0,7,4,0,Fail
129,1,M,16,Rural,Greater than 3,Living Together,4,4,teacher,teacher,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,no,Good,Very High,5,2,5,Good,8,18,18,18,Pass
130,1,F,15,Rural,Greater than 3,Living Together,3,4,services,teacher,course,father,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,yes,Very Good,Low,2,2,2,Very Good,0,12,0,0,Fail
131,1,F,15,Urban,Greater than 3,Living Together,1,1,at_home,other,course,mother,30 Minutes to An Hour,Less than 2 to 5 hours hours,0,no,yes,no,yes,no,yes,yes,yes,Very Good,Moderate,3,1,2,Good,0,8,0,0,Fail
132,1,F,17,Urban,Less or Equal to 3,Living Together,2,2,other,other,course,father,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,no,no,yes,yes,yes,yes,Good,High,4,1,3,Very Good,12,10,13,12,Pass
133,1,F,16,Urban,Greater than 3,Apart,3,4,services,other,course,father,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Good,Low,1,1,4,Very Good,16,12,11,11,Pass
134,1,M,15,Rural,Greater than 3,Living Together,3,4,at_home,teacher,course,mother,More than an Hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,Excellent,Moderate,3,1,1,Very Good,0,9,0,0,Fail
135,1,F,15,Urban,Greater than 3,Living Together,4,4,services,at_home,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,Very Good,Moderate,3,1,1,Very Good,0,11,0,0,Fail
136,1,M,17,Rural,Greater than 3,Living Together,3,4,at_home,other,course,mother,30 Minutes to An Hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,Excellent,High,5,2,4,Very Good,0,10,0,0,Fail
137,1,F,16,Urban,Greater than 3,Apart,3,3,other,other,course,other,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,2,no,yes,no,yes,no,yes,yes,yes,Very Good,Moderate,2,1,1,Very Good,0,4,0,0,Fail
138,1,M,16,Urban,Less or Equal to 3,Living Together,1,1,services,other,course,mother,Less than 15 Minutes,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,Very Good,High,4,1,3,Very Good,0,14,12,12,Pass
139,1,F,15,Urban,Greater than 3,Living Together,4,4,teacher,teacher,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,Very Good,Moderate,2,1,1,Very Good,0,16,16,15,Pass
140,1,M,15,Urban,Greater than 3,Living Together,4,3,teacher,services,course,father,15 Minutes to 30 Minutes to An Hour0 Minutes,More than 10 hours,0,yes,yes,no,no,yes,yes,yes,no,Bad,Low,2,1,1,Fair,0,7,9,0,Fail
141,1,M,16,Urban,Less or Equal to 3,Living Together,2,2,services,services,reputation,father,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,2,no,yes,no,yes,yes,yes,yes,no,Bad,Moderate,3,2,2,Bad,8,9,9,9,Fail
142,1,F,15,Urban,Greater than 3,Living Together,4,4,teacher,services,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,Very Good,Low,2,1,1,Very Good,2,9,11,11,Pass
143,1,F,16,Urban,Less or Equal to 3,Living Together,1,1,at_home,at_home,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Good,High,4,3,3,Very Bad,2,14,14,13,Pass
144,1,M,17,Urban,Greater than 3,Living Together,2,1,other,other,home,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,3,no,yes,no,no,yes,yes,yes,no,Excellent,High,5,1,2,Very Good,0,5,0,0,Fail
145,1,F,15,Urban,Greater than 3,Living Together,1,1,other,services,course,father,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,High,2,1,2,Very Good,0,8,11,11,Pass
146,1,F,15,Urban,Greater than 3,Living Together,3,2,health,services,home,father,Less than 15 Minutes,2 to 5 hours,3,no,yes,no,no,yes,yes,yes,no,Good,Moderate,2,1,1,Fair,0,6,7,0,Fail
147,1,F,15,Urban,Greater than 3,Living Together,1,2,at_home,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,Very Good,Moderate,2,1,1,Very Good,2,10,11,11,Pass
148,1,M,16,Urban,Greater than 3,Living Together,4,4,teacher,teacher,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,no,no,yes,no,yes,yes,Good,Moderate,2,2,1,Very Good,0,7,6,0,Fail
149,1,M,15,Urban,Less or Equal to 3,Apart,2,1,services,other,course,mother,More than an Hour,Less than 2 to 5 hours hours,3,no,no,no,no,yes,yes,yes,no,Very Good,Very High,5,2,5,Very Good,0,8,9,10,Pass
150,1,M,18,Urban,Less or Equal to 3,Living Together,1,1,other,other,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,3,no,no,no,no,yes,no,yes,yes,Bad,Moderate,5,2,5,Good,0,6,5,0,Fail
151,1,M,16,Urban,Less or Equal to 3,Living Together,2,1,at_home,other,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,1,no,no,no,yes,yes,yes,no,yes,Very Good,High,4,3,5,Very Good,6,12,13,14,Pass
152,1,F,15,Rural,Greater than 3,Living Together,3,3,services,services,reputation,other,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,yes,Very Good,Low,1,2,3,Fair,8,10,10,10,Pass
153,1,M,19,Urban,Greater than 3,Living Together,3,2,services,at_home,home,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,3,no,yes,no,no,yes,no,yes,yes,Very Good,Very High,4,1,1,Good,0,5,0,0,Fail
154,1,F,17,Urban,Greater than 3,Living Together,4,4,other,teacher,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,yes,yes,no,no,yes,yes,no,yes,Very Good,Low,1,1,1,Good,0,11,11,12,Pass
155,1,M,15,Rural,Greater than 3,Living Together,2,3,at_home,services,course,mother,Less than 15 Minutes,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,Very Good,High,4,1,1,Very Bad,2,11,8,8,Fail
156,1,M,17,Rural,Less or Equal to 3,Living Together,1,2,other,other,reputation,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,no,no,Bad,Low,2,3,3,Very Good,8,16,12,13,Pass
157,1,F,18,Rural,Greater than 3,Living Together,1,1,at_home,other,course,mother,30 Minutes to An Hour,Less than 2 to 5 hours hours,3,no,yes,no,yes,no,yes,no,no,Excellent,Low,5,1,5,Good,6,9,8,10,Pass
158,1,M,16,Rural,Greater than 3,Living Together,2,2,at_home,other,course,mother,30 Minutes to An Hour,Less than 2 to 5 hours hours,0,no,no,no,no,no,yes,no,no,Very Good,Low,2,1,2,Fair,2,17,15,15,Pass
159,1,M,16,Urban,Greater than 3,Living Together,3,3,other,services,course,father,Less than 15 Minutes,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,yes,Very Good,Very High,5,4,4,Very Good,4,10,12,12,Pass
160,1,M,17,Rural,Less or Equal to 3,Living Together,2,1,at_home,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,2,no,no,no,yes,yes,no,yes,yes,Good,Moderate,2,2,2,Very Good,0,7,6,0,Fail
161,1,M,15,Rural,Greater than 3,Living Together,3,2,other,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,Very Good,High,4,1,4,Fair,6,5,9,7,Fail
162,1,M,16,Urban,Less or Equal to 3,Living Together,1,2,other,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,1,no,no,no,yes,yes,yes,no,no,Very Good,High,4,2,4,Very Good,0,7,0,0,Fail
163,1,M,17,Urban,Greater than 3,Living Together,1,3,at_home,services,course,father,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,no,yes,no,Excellent,Moderate,3,1,4,Bad,2,10,10,10,Pass
164,1,M,17,Rural,Less or Equal to 3,Living Together,1,1,other,services,course,mother,More than an Hour,2 to 5 hours,3,no,no,no,yes,yes,no,no,yes,Excellent,Moderate,5,1,5,Very Good,0,5,8,7,Fail
165,1,M,16,Urban,Greater than 3,Living Together,3,2,services,services,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,1,no,yes,no,yes,no,no,no,no,Very Good,Very High,2,1,1,Bad,16,12,11,12,Pass
166,1,M,16,Urban,Greater than 3,Living Together,2,2,other,other,course,father,Less than 15 Minutes,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,Very Good,Moderate,5,2,4,Good,4,10,10,10,Pass
167,1,F,16,Urban,Greater than 3,Living Together,4,2,health,services,home,father,Less than 15 Minutes,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,Very Good,Low,3,1,1,Fair,0,14,15,16,Pass
168,1,F,16,Urban,Greater than 3,Living Together,2,2,other,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,Excellent,Very Low,5,1,1,Good,0,6,7,0,Fail
169,1,F,16,Urban,Greater than 3,Living Together,4,4,health,health,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,Very Good,High,2,1,1,Fair,0,14,14,14,Pass
170,1,M,16,Urban,Greater than 3,Living Together,3,4,other,other,course,father,30 Minutes to An Hour,Less than 2 to 5 hours hours,2,no,yes,no,yes,no,yes,yes,no,Good,High,5,2,4,Bad,0,6,5,0,Fail
171,1,M,16,Urban,Greater than 3,Living Together,1,0,other,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Good,Moderate,2,1,1,Fair,2,13,15,16,Pass
172,1,M,17,Urban,Less or Equal to 3,Living Together,4,4,teacher,other,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Very Good,High,4,1,3,Very Good,0,13,11,10,Pass
173,1,F,16,Urban,Greater than 3,Living Together,1,3,at_home,services,home,mother,Less than 15 Minutes,2 to 5 hours,3,no,no,no,yes,no,yes,yes,yes,Very Good,Moderate,5,1,1,Fair,0,8,7,0,Fail
174,1,F,16,Urban,Less or Equal to 3,Living Together,3,3,other,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Very Good,High,5,1,1,Good,4,10,11,9,Fail
175,1,M,17,Urban,Less or Equal to 3,Living Together,4,3,teacher,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,Very Good,High,4,4,4,Good,4,10,9,9,Fail
176,1,F,16,Urban,Greater than 3,Living Together,2,2,services,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,Good,High,4,1,4,Very Good,2,13,13,11,Pass
177,1,M,17,Urban,Greater than 3,Living Together,3,3,other,other,reputation,father,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,Very Good,Moderate,4,1,4,Good,4,6,5,6,Fail
178,1,M,16,Rural,Greater than 3,Living Together,4,2,teacher,services,other,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,no,yes,yes,yes,yes,yes,Very Good,Moderate,3,3,4,Fair,10,10,8,9,Fail
179,1,M,17,Urban,Greater than 3,Living Together,4,3,other,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,Excellent,Low,3,1,1,Bad,4,10,10,11,Pass
180,1,M,16,Urban,Greater than 3,Living Together,4,3,teacher,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Good,High,3,2,3,Fair,10,9,8,8,Fail
181,1,M,16,Urban,Greater than 3,Living Together,3,3,services,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,Very Good,Low,3,1,2,Fair,2,12,13,12,Pass
182,1,F,17,Urban,Greater than 3,Living Together,2,4,services,services,reputation,father,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,Excellent,High,2,2,3,Very Good,0,16,17,17,Pass
183,1,F,17,Urban,Less or Equal to 3,Living Together,3,3,other,other,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,Excellent,Moderate,3,2,3,Very Bad,56,9,9,8,Fail
184,1,F,16,Urban,Greater than 3,Living Together,3,2,other,other,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Bad,Low,2,1,2,Very Bad,14,12,13,12,Pass
185,1,M,17,Urban,Greater than 3,Living Together,3,3,services,services,other,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,Very Good,Moderate,4,2,3,Good,12,12,12,11,Pass
186,1,M,16,Urban,Greater than 3,Living Together,1,2,services,services,other,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,yes,yes,yes,yes,yes,yes,Good,Moderate,3,1,2,Fair,2,11,12,11,Pass
187,1,M,16,Urban,Less or Equal to 3,Living Together,2,1,other,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,Very Good,Low,3,1,2,Very Good,0,15,15,15,Pass
188,1,F,17,Urban,Greater than 3,Apart,3,3,health,other,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,Good,Moderate,3,1,3,Fair,6,8,7,9,Fail
189,1,M,17,Rural,Greater than 3,Living Together,1,2,at_home,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,Good,Very Low,3,1,5,Fair,4,8,9,10,Pass
190,1,F,16,Urban,Greater than 3,Living Together,2,3,services,services,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,Very Good,Moderate,3,1,1,Bad,10,11,12,13,Pass
191,1,F,17,Urban,Greater than 3,Living Together,1,1,at_home,services,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,Excellent,Moderate,3,1,1,Fair,0,8,8,9,Fail
192,1,M,17,Urban,Greater than 3,Living Together,1,2,at_home,services,other,other,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,Very Good,High,4,4,5,Very Good,12,7,8,8,Fail
193,1,M,16,Rural,Greater than 3,Living Together,3,3,services,services,reputation,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,no,yes,yes,yes,yes,no,Very Good,Moderate,2,3,4,Very Good,8,8,9,10,Pass
194,1,M,16,Urban,Greater than 3,Living Together,2,3,other,other,home,father,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Excellent,Moderate,3,1,1,Fair,0,13,14,14,Pass
195,1,F,17,Urban,Less or Equal to 3,Living Together,2,4,services,services,course,father,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,Very Good,Moderate,2,1,1,Very Good,0,14,15,15,Pass
196,1,M,17,Urban,Greater than 3,Living Together,4,4,services,teacher,home,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Excellent,Low,3,1,2,Very Good,4,17,15,16,Pass
